url,filename,loader,comment
"https://cdn.modrinth.com/data/Lu3KuzdV","CoreProtect","bukkit",""
"https://cdn.modrinth.com/data/TXhCFOgF","AxShulkers","bukkit",""
"https://cdn.modrinth.com/data/Kt3eUOUy","Sleeper","bukkit",""
